acta_id,acta_detalle_id,diputado_nombre,persona_id,bloque,distrito_nombre,voto
3890,1158642,FRANA Silvina Patricia, ,Frente para la Victoria - PJ,Santa Fe,AUSENTE
3890,1158643,FRANCO Jorge Daniel, ,Frente de la Concordia Misionero,Misiones,AFIRMATIVO
3890,1158644,FREGONESE Alicia, ,PRO,Entre Ríos,AFIRMATIVO
3890,1158645,FRIZZA Gabriel Alberto, ,PRO,Córdoba,AFIRMATIVO
3890,1158646,FURLAN Francisco Abel, ,Frente para la Victoria - PJ,Buenos Aires,AUSENTE
3890,1158647,GARCIA Alejandro, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158648,GARRÉ Nilda Celia, ,Frente para la Victoria - PJ,C.A.B.A.,NEGATIVO
3890,1158649,GARRETÓN Facundo, ,PRO,Tucumán,AFIRMATIVO
3890,1158650,GAYOL Yanina Celeste, ,PRO,Entre Ríos,AFIRMATIVO
3890,1158651,GINOCCHIO Silvana Micaela, ,Elijo Catamarca,Catamarca,NEGATIVO
3890,1158652,GIOJA José Luis, ,Frente para la Victoria - PJ,San Juan,NEGATIVO
3890,1158653,GOICOECHEA Horacio, ,Unión Cívica Radical,Chaco,AFIRMATIVO
3890,1158654,GONZÁLEZ Álvaro Gustavo, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158655,GONZÁLEZ Josefina Victoria, ,Frente para la Victoria - PJ,Santa Fe,NEGATIVO
3890,1158656,GRANA Adrián Eduardo, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158657,GRANDE Martín, ,PRO,Salta,AFIRMATIVO
3890,1158658,GRANDINETTI Alejandro Ariel, ,Federal Unidos por una Nueva Argentina,Santa Fe,AFIRMATIVO
3890,1158659,GROSSO Leonardo, ,Movimiento Evita,Buenos Aires,NEGATIVO
3890,1158660,GUERIN María Isabel, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158661,HERNÁNDEZ Martín Osvaldo, ,Unión Cívica Radical,Formosa,AFIRMATIVO
3890,1158662,HERRERA Bernardo José, ,Frente Cívico por Santiago,Santiago del Estero,AFIRMATIVO
3890,1158663,HERRERA Luis Beder, ,Justicialista,La Rioja,AFIRMATIVO
3890,1158664,HORNE Silvia Renee, ,Movimiento Evita,Rio Negro,NEGATIVO
3890,1158665,HUCZAK Stella Maris, ,PRO,Mendoza,AFIRMATIVO
3890,1158666,HUMMEL Astrid, ,PRO,Santa Fe,AFIRMATIVO
3890,1158667,HUSS Juan  Manuel, ,Frente para la Victoria - PJ,Entre Ríos,NEGATIVO
3890,1158668,IGLESIAS Fernando Adolfo, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158669,IGON Santiago Nicolás, ,Frente para la Victoria - PJ,Chubut,NEGATIVO
3890,1158670,INCICCO Lucas Ciriaco, ,PRO,Santa Fe,AFIRMATIVO
3890,1158671,KICILLOF Axel, ,Frente para la Victoria - PJ,C.A.B.A.,AUSENTE
3890,1158672,KIRCHNER Máximo Carlos, ,Frente para la Victoria - PJ,Santa Cruz,NEGATIVO
3890,1158673,KOSINER Pablo Francisco Juan, ,Justicialista,Salta,AFIRMATIVO
3890,1158674,KRONEBERGER Daniel Ricardo, ,Unión Cívica Radical,La Pampa,AUSENTE
3890,1158675,LACOSTE Jorge Enrique, ,Unión Cívica Radical,Entre Ríos,AFIRMATIVO
3890,1158676,LARROQUE Andrés, ,Frente para la Victoria - PJ,C.A.B.A.,NEGATIVO
3890,1158677,LASPINA Luciano Andrés, ,PRO,Santa Fe,AFIRMATIVO
3890,1158678,LAVAGNA Marco, ,Federal Unidos por una Nueva Argentina,C.A.B.A.,AFIRMATIVO
3890,1158679,LEAVY Sergio Napoleón, ,Frente para la Victoria - PJ,Salta,AUSENTE
3890,1158680,LEHMANN María Lucila, ,Coalición Cívica,Santa Fe,NEGATIVO
3890,1158681,LIPOVETZKY Daniel Andrés, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158682,LLANOS MASSA Ana María, ,Frente para la Victoria - PJ,Chubut,NEGATIVO
